"Year","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","proc.note","edited","plantid","Plot","trt","obs.alive","surv"
2020,1,NA,13.6,0,NA,"",NA,FALSE,"3495_14_1A","14","drought",TRUE,TRUE
2021,2,NA,17.5,0,NA,"",NA,FALSE,"3495_14_1A","14","drought",TRUE,TRUE
2022,2,30,11,1,NA,"",NA,FALSE,"3495_14_1A","14","drought",TRUE,TRUE
2023,3,47,11,2,"SOS","1 umbel dead",NA,FALSE,"3495_14_1A","14","drought",TRUE,TRUE
2017,2,NA,12.5,1,"4","",NA,FALSE,"3495_15_12C","15","drought",TRUE,TRUE
2018,2,11,12,1,"3.5","",NA,FALSE,"3495_15_12C","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3495_15_12C","15","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3495_15_12C","15","drought",FALSE,TRUE
2021,3,NA,10,1,NA,"umble eaten",NA,FALSE,"3495_15_12C","15","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3495_15_12C","15","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3495_15_12C","15","drought",FALSE,FALSE
2017,3,NA,17.5,1,"3.5","",NA,FALSE,"3496_15_15A","15","drought",TRUE,TRUE
2018,2,26,14,1,"4","",NA,FALSE,"3496_15_15A","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"",NA,FALSE,"3496_15_15A","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3496_15_15A","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3496_15_15A","15","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3496_15_15A","15","drought",FALSE,FALSE
2019,1,NA,17,0,NA,"",NA,FALSE,"3496_5_5J","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3496_5_5J","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3496_5_5J","5","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3496_5_5J","5","drought",FALSE,FALSE
2019,1,19,8.5,1,"3.5","",NA,FALSE,"3497_13_17C","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3497_13_17C","13","control",FALSE,TRUE
2021,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3497_13_17C","13","control",FALSE,TRUE
2022,3,25.5,15,1,"2.5","",NA,FALSE,"3497_13_17C","13","control",TRUE,TRUE
2023,2,30,20,2,"SOS","",NA,FALSE,"3497_13_17C","13","control",TRUE,TRUE
2017,5,NA,10.5,2,"2","",NA,FALSE,"3497_15_14C","15","drought",TRUE,TRUE
2018,1,5,5,0,NA,"",NA,FALSE,"3497_15_14C","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3497_15_14C","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3497_15_14C","15","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3497_15_14C","15","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3497_15_14C","15","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3497_15_14C","15","drought",FALSE,FALSE
2019,1,NA,8,0,NA,"",NA,FALSE,"3498_13_14D","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3498_13_14D","13","control",FALSE,TRUE
2021,1,NA,7,0,NA,"",NA,FALSE,"3498_13_14D","13","control",TRUE,TRUE
2022,2,NA,11,0,NA,"",NA,FALSE,"3498_13_14D","13","control",TRUE,TRUE
2023,2,26,12,1,"4","",NA,FALSE,"3498_13_14D","13","control",TRUE,TRUE
2017,3,NA,16,1,"2.5","",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2018,3,11,11,1,"3","",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2019,1,NA,13,0,NA,"",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2020,2,23,5.1,1,"2.1","",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2021,2,NA,14,0,NA,"",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2022,3,NA,24,0,NA,"",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2023,2,26,6,2,"SOS","stalk broken off. Both umbels dead",NA,FALSE,"3498_15_16C","15","drought",TRUE,TRUE
2019,1,NA,10,0,NA,"",NA,FALSE,"3499_5_2G","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3499_5_2G","5","drought",FALSE,TRUE
2021,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3499_5_2G","5","drought",FALSE,TRUE
2022,3,18,19,2,"SOS","",NA,FALSE,"3499_5_2G","5","drought",TRUE,TRUE
2023,3,23.5,17,2,"SOS","",NA,FALSE,"3499_5_2G","5","drought",TRUE,TRUE
2019,1,NA,14.5,0,NA,"",NA,FALSE,"3500_13_14C","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3500_13_14C","13","control",FALSE,TRUE
2021,2,NA,18.5,0,NA,"",NA,FALSE,"3500_13_14C","13","control",TRUE,TRUE
2022,2,NA,19,0,NA,"",NA,FALSE,"3500_13_14C","13","control",TRUE,TRUE
2023,3,33,16,2,"SOS","",NA,FALSE,"3500_13_14C","13","control",TRUE,TRUE
2017,1,NA,20,0,NA,"",NA,FALSE,"3500_15_10D","15","drought",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3500_15_10D","15","drought",FALSE,TRUE
2019,2,21.5,6,1,"5.5","",NA,FALSE,"3500_15_10D","15","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3500_15_10D","15","drought",FALSE,TRUE
2021,1,19,20.5,1,"4","",NA,FALSE,"3500_15_10D","15","drought",TRUE,TRUE
2022,5,49,16,3,"SOS","",NA,FALSE,"3500_15_10D","15","drought",TRUE,TRUE
2023,7,48,10,4,"SOS","1 umbel dead",NA,FALSE,"3500_15_10D","15","drought",TRUE,TRUE
2016,4,NA,7.8,2,"2.8","",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2017,1,NA,16,NA,NA,"",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2018,3,15,13.5,1,"1.7","",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2019,1,NA,10,0,NA,"",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2020,1,NA,14.7,0,NA,"",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2021,2,NA,16,0,NA,"",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3501_2_0J","2","control",FALSE,TRUE
2023,1,NA,23,0,NA,"",NA,FALSE,"3501_2_0J","2","control",TRUE,TRUE
2016,3,NA,6.5,0,NA,"",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2017,1,NA,11.5,0,NA,"",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2018,3,14,17,1,"2","",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2019,4,14,12,1,"1","",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2020,1,NA,9.5,0,NA,"partially eaten",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2021,3,32,17.5,1,"3","",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2022,1,NA,24.5,0,NA,"",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2023,2,27,10,1,"3","",NA,FALSE,"3502_2_8B","2","control",TRUE,TRUE
2016,6,NA,11,2,"4.2","",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2017,3,NA,14.5,1,"2.5","",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2018,3,13,10,1,"2.7","",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2019,2,NA,10,0,NA,"",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2020,2,NA,14,0,NA,"",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2021,1,NA,13.5,0,NA,"",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2022,5,39,10.5,4,"SOS","",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2023,5,38,14,4,"SOS","",NA,FALSE,"3506_1_2E","1","irrigated",TRUE,TRUE
2016,4,NA,7.5,1,"1.8","",NA,FALSE,"3507_3_3B","3","control",TRUE,TRUE
2017,1,NA,12,1,"1.5","",NA,FALSE,"3507_3_3B","3","control",TRUE,TRUE
2018,2,24.5,24.5,0,NA,"",NA,FALSE,"3507_3_3B","3","control",TRUE,TRUE
2019,2,21.5,17.5,1,"3","",NA,FALSE,"3507_3_3B","3","control",TRUE,TRUE
2020,1,NA,16.2,0,NA,"",NA,FALSE,"3507_3_3B","3","control",TRUE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3507_3_3B","3","control",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3507_3_3B","3","control",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3507_3_3B","3","control",FALSE,FALSE
2017,3,NA,12.5,0,NA,"",NA,FALSE,"3508_5_2I","5","drought",TRUE,TRUE
2018,2,9,9,0,NA,"",NA,FALSE,"3508_5_2I","5","drought",TRUE,TRUE
2019,1,NA,5.5,0,NA,"",NA,FALSE,"3508_5_2I","5","drought",TRUE,TRUE
2020,1,NA,11.7,0,NA,"",NA,FALSE,"3508_5_2I","5","drought",TRUE,TRUE
2021,1,NA,10.5,0,NA,"",NA,FALSE,"3508_5_2I","5","drought",TRUE,TRUE
2022,2,NA,21,0,NA,"",NA,FALSE,"3508_5_2I","5","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3508_5_2I","5","drought",FALSE,FALSE
2016,7,NA,7,1,"2","Diversity plot",NA,FALSE,"3513_7_13C","7","drought",TRUE,TRUE
2017,NA,NA,NA,NA,NA,"NP/NT",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2018,NA,NA,NA,NA,NA,"no plant no tag",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2020,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years. Lots of moss!",NA,FALSE,"3513_7_13C","7","drought",FALSE,FALSE
2018,2,8.5,8.5,0,NA,"",NA,FALSE,"3515_13_14G","13","control",TRUE,TRUE
2019,3,19,13,1,"3.5","",NA,FALSE,"3515_13_14G","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3515_13_14G","13","control",FALSE,TRUE
2021,4,24.5,12.5,2,"SOS","",NA,FALSE,"3515_13_14G","13","control",TRUE,TRUE
2022,4,35,11,4,"SOS","",NA,FALSE,"3515_13_14G","13","control",TRUE,TRUE
2023,7,35,12,5,"SOS","",NA,FALSE,"3515_13_14G","13","control",TRUE,TRUE
2017,3,NA,10,2,"2.5","",NA,FALSE,"3516_5_12C","5","drought",TRUE,TRUE
2018,5,9,9,0,NA,"",NA,FALSE,"3516_5_12C","5","drought",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3516_5_12C","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3516_5_12C","5","drought",FALSE,TRUE
2021,1,NA,13.5,0,NA,"",NA,FALSE,"3516_5_12C","5","drought",TRUE,TRUE
2022,5,27,15,2,"SOS","",NA,FALSE,"3516_5_12C","5","drought",TRUE,TRUE
2023,3,44,11,2,"SOS","",NA,FALSE,"3516_5_12C","5","drought",TRUE,TRUE
2017,2,NA,15,1,"4.5","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2018,5,23,12,2,"4","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2019,4,22,14.5,3,"4.5","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2020,3,46,21.2,2,"SOS","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2021,3,30,14,2,"SOS","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2022,5,52,14.5,3,"SOS","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2023,5,44.5,17,3,"SOS","",NA,FALSE,"3518_6_10I","6","irrigated",TRUE,TRUE
2017,1,NA,11.1,1,"3","",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2018,3,20,13,2,"4","",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2019,2,16,11,1,"2","",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2020,1,9.7,13.9,1,"2.9","",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2021,2,28,15,1,"5","",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2022,2,47,15,2,"SOS","",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2023,1,28,16,1,"3.5","dead umbel--stalk broken and umbel already dead.",NA,FALSE,"3519_2_9G","2","control",TRUE,TRUE
2021,1,NA,12.5,0,NA,"",NA,FALSE,"3520_14_7A","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3520_14_7A","14","drought",FALSE,TRUE
2023,2,40,20.5,1,"4.5","",NA,FALSE,"3520_14_7A","14","drought",TRUE,TRUE
2021,1,NA,6,0,NA,"",NA,FALSE,"3522_2_4E","2","control",TRUE,TRUE
2022,1,NA,17,0,NA,"",NA,FALSE,"3522_2_4E","2","control",TRUE,TRUE
2023,1,20,NA,1,"3.5","Leaf eaten off.",NA,FALSE,"3522_2_4E","2","control",TRUE,TRUE
2016,7,NA,5.8,2,"2.7","",NA,FALSE,"3523_2_2D","2","control",TRUE,TRUE
2017,2,NA,9,1,"3","",NA,FALSE,"3523_2_2D","2","control",TRUE,TRUE
2018,2,12,12,0,NA,"",NA,FALSE,"3523_2_2D","2","control",TRUE,TRUE
2019,2,11,8,1,"2","",NA,FALSE,"3523_2_2D","2","control",TRUE,TRUE
2020,2,NA,12.7,0,NA,"",NA,FALSE,"3523_2_2D","2","control",TRUE,TRUE
2021,3,23.5,11,1,"6","",NA,FALSE,"3523_2_2D","2","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP.",NA,FALSE,"3523_2_2D","2","control",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3523_2_2D","2","control",FALSE,FALSE
2017,4,NA,17.5,1,"3","",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2018,4,20,15,1,"3","",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2019,2,28,8,1,"6.5","",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2020,1,NA,16.2,0,NA,"",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2021,3,31.5,18,1,"6","",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2022,3,44,20,1,"7.5","",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2023,3,49,21,2,"SOS","",NA,FALSE,"3525_1_0E","1","irrigated",TRUE,TRUE
2019,2,NA,16.5,0,NA,"",NA,FALSE,"3526_14_14E","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3526_14_14E","14","drought",FALSE,TRUE
2021,2,NA,18,0,NA,"",NA,FALSE,"3526_14_14E","14","drought",TRUE,TRUE
2022,3,40,13,3,"SOS","",NA,FALSE,"3526_14_14E","14","drought",TRUE,TRUE
2023,3,54.5,18,2,"SOS","",NA,FALSE,"3526_14_14E","14","drought",TRUE,TRUE
2016,1,NA,15.5,0,NA,"",NA,FALSE,"3527_1_0H","1","irrigated",TRUE,TRUE
2017,0,NA,NA,NA,NA,"No plant/dead?","NA; survival imputed based on subsq. record",TRUE,"3527_1_0H","1","irrigated",FALSE,TRUE
2018,3,17,8,1,"3.2","",NA,FALSE,"3527_1_0H","1","irrigated",TRUE,TRUE
2019,0,0,0,0,"0","no plant","NA; survival imputed based on subsq. record",TRUE,"3527_1_0H","1","irrigated",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3527_1_0H","1","irrigated",FALSE,TRUE
2021,2,23,15,1,"3.5","",NA,FALSE,"3527_1_0H","1","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP ",NA,FALSE,"3527_1_0H","1","irrigated",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3527_1_0H","1","irrigated",FALSE,FALSE
2019,1,NA,6,0,NA,"",NA,FALSE,"3528_14_19C","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3528_14_19C","14","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3528_14_19C","14","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3528_14_19C","14","drought",FALSE,FALSE
2018,1,5.5,5.5,0,NA,"",NA,FALSE,"3530_14_19C","14","drought",TRUE,TRUE
2019,2,NA,11.5,0,NA,"",NA,FALSE,"3530_14_19C","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3530_14_19C","14","drought",FALSE,TRUE
2021,1,NA,14,0,NA,"",NA,FALSE,"3530_14_19C","14","drought",TRUE,TRUE
2022,1,NA,14,0,NA,"",NA,FALSE,"3530_14_19C","14","drought",TRUE,TRUE
2023,1,NA,17,0,NA,"",NA,FALSE,"3530_14_19C","14","drought",TRUE,TRUE
2016,6,NA,7.5,0,NA,"",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2017,1,NA,15.4,0,NA,"",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2018,3,13,14.5,1,"1.5","",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2019,2,NA,13,0,NA,"",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2020,1,NA,8.6,0,NA,"",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2021,2,26.5,12,1,"4.5","",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2022,3,35.5,13,2,"SOS","",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2023,2,21,16,1,"2.5","",NA,FALSE,"3531_2_9B","2","control",TRUE,TRUE
2016,5,NA,8,1,"2.8","",NA,FALSE,"3533_2_2C","2","control",TRUE,TRUE
2017,2,NA,9.5,0,NA,"",NA,FALSE,"3533_2_2C","2","control",TRUE,TRUE
2018,3,9.5,9.5,0,NA,"",NA,FALSE,"3533_2_2C","2","control",TRUE,TRUE
2019,1,NA,7,0,NA,"",NA,FALSE,"3533_2_2C","2","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"npnt",NA,FALSE,"3533_2_2C","2","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3533_2_2C","2","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3533_2_2C","2","control",FALSE,FALSE
2021,2,NA,19.5,0,NA,"",NA,FALSE,"3534_14_6B","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3534_14_6B","14","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT. NP in 2022.",NA,FALSE,"3534_14_6B","14","drought",FALSE,FALSE
2016,3,NA,5.2,0,NA,"","fixed xcoor (was 16)",TRUE,"3535_13_18A","13","control",TRUE,TRUE
2017,2,NA,15.5,1,"2","","fixed xcoor (was 16)",TRUE,"3535_13_18A","13","control",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant","fixed xcoor (was 16); survival imputed based on subsq. record",TRUE,"3535_13_18A","13","control",FALSE,TRUE
2019,1,NA,11.5,0,NA,"","fixed xcoor (was 16)",TRUE,"3535_13_18A","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","fixed xcoor (was 16)",TRUE,"3535_13_18A","13","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT","fixed xcoor (was 16)",TRUE,"3535_13_18A","13","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled","fixed xcoor (was 16)",TRUE,"3535_13_18A","13","control",FALSE,FALSE
2016,7,NA,8.1,2,"5.1","",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2017,3,NA,11.5,2,"4","",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2018,6,14.5,11,3,"3.2","",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2019,2,NA,14,0,NA,"",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2020,2,NA,10.3,0,NA,"",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2021,4,25,15,2,"SOS","",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2022,3,50.5,18,3,"SOS","",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2023,6,52,16,4,"SOS","",NA,FALSE,"3536_12_18A","12","irrigated",TRUE,TRUE
2017,2,NA,8.3,0,NA,"",NA,FALSE,"3537_1_8J","1","irrigated",TRUE,TRUE
2018,1,11.5,11.5,0,NA,"",NA,FALSE,"3537_1_8J","1","irrigated",TRUE,TRUE
2019,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3537_1_8J","1","irrigated",FALSE,TRUE
2020,1,NA,9.8,0,NA,"",NA,FALSE,"3537_1_8J","1","irrigated",TRUE,TRUE
2021,1,NA,13.5,0,NA,"",NA,FALSE,"3537_1_8J","1","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3537_1_8J","1","irrigated",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3537_1_8J","1","irrigated",FALSE,FALSE
2017,2,NA,9,1,"3","",NA,FALSE,"3538_5_13C","5","drought",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3538_5_13C","5","drought",FALSE,TRUE
2019,1,NA,8,0,NA,"",NA,FALSE,"3538_5_13C","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3538_5_13C","5","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3538_5_13C","5","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3538_5_13C","5","drought",FALSE,FALSE
2016,6,NA,7,0,NA,"",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2017,1,NA,9.5,0,NA,"",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2018,3,11,11,0,NA,"",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2019,1,NA,14,0,NA,"",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2020,1,NA,11.2,0,NA,"",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2021,3,27,18,1,"4","",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP.","NA; survival imputed based on subsq. record",TRUE,"3539_2_7D","2","control",FALSE,TRUE
2023,1,NA,15,0,NA,"",NA,FALSE,"3539_2_7D","2","control",TRUE,TRUE
2016,6,NA,8.1,1,"2.3","",NA,FALSE,"3540_2_2B","2","control",TRUE,TRUE
2017,1,NA,8.5,0,NA,"",NA,FALSE,"3540_2_2B","2","control",TRUE,TRUE
2018,3,5,11,1,"0.5","",NA,FALSE,"3540_2_2B","2","control",TRUE,TRUE
2019,1,NA,8.5,0,NA,"",NA,FALSE,"3540_2_2B","2","control",TRUE,TRUE
2020,1,NA,10.5,0,NA,"",NA,FALSE,"3540_2_2B","2","control",TRUE,TRUE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3540_2_2B","2","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3540_2_2B","2","control",FALSE,FALSE
2017,2,NA,15.5,0,NA,"",NA,FALSE,"3541_6_18A","6","irrigated",TRUE,TRUE
2018,2,15,15,0,NA,"",NA,FALSE,"3541_6_18A","6","irrigated",TRUE,TRUE
2019,2,NA,13.5,0,NA,"",NA,FALSE,"3541_6_18A","6","irrigated",TRUE,TRUE
2020,2,30,15.7,1,"3.6","",NA,FALSE,"3541_6_18A","6","irrigated",TRUE,TRUE
2021,1,NA,9.5,0,NA,"",NA,FALSE,"3541_6_18A","6","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"3541_6_18A","6","irrigated",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3541_6_18A","6","irrigated",FALSE,FALSE
2016,1,NA,11,2,"2.7","",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2017,5,NA,15,1,"2","",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2018,11,16,14,4,"3","",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2019,1,9.5,10,1,"2","",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2020,1,NA,13.6,0,NA,"",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2021,4,NA,15,0,NA,"",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2022,5,38.5,15,4,"SOS","",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2023,4,29,14,4,"SOS","",NA,FALSE,"3542_1_0I","1","irrigated",TRUE,TRUE
2016,4,NA,16.5,1,"3.6","",NA,FALSE,"3543_1_2F","1","irrigated",TRUE,TRUE
2017,3,NA,33.5,0,NA,"",NA,FALSE,"3543_1_2F","1","irrigated",TRUE,TRUE
2018,3,18,18,0,NA,"",NA,FALSE,"3543_1_2F","1","irrigated",TRUE,TRUE
2019,1,NA,8,0,NA,"one leaf partially eaten",NA,FALSE,"3543_1_2F","1","irrigated",TRUE,TRUE
2020,2,NA,13.3,0,NA,"",NA,FALSE,"3543_1_2F","1","irrigated",TRUE,TRUE
2021,4,26,15,2,"3.5","",NA,FALSE,"3543_1_2F","1","irrigated",TRUE,TRUE
